sentID.BTEC	splits_shared_task	dialect	raw	CODA
18404	corpus-6-dev	TUN	عندي ميتين دولار سيولا وألفين دولارفي الشيكات إسياحية.	عندي ميتين دولار سيولة والفين دولار في الشيكات السياحية.
18405	corpus-6-dev	TUN	معدتي متقلقة .	معدتي متقلقة.
18418	corpus-6-dev	TUN	وقتاش ندفع حقه تو ولا وقت منخلص؟	وقتاش ندفع حقه تو ولا وقت ما نخلص؟
18424	corpus-6-dev	TUN	وين ادير؟	وين الدير؟
18428	corpus-6-dev	TUN	حاجة باهية اني قابلتكم.	حاجة باهية اني قابلتكم.
18452	corpus-6-dev	TUN	هيا صاك زرقة.	هي صاك زرقة.
18455	corpus-6-dev	TUN	وين لازم نغسل المصورة؟	وين لازم نغسل المصورة؟
18458	corpus-6-dev	TUN	وين نجم نلقى شوي تنابر؟	وين ننجم نلقى شوي تنابر؟
18459	corpus-6-dev	TUN	نحب ناخو قلم متع حواجب.	نحب ناخو قلم متاع حواجب.
18478	corpus-6-dev	TUN	راهي تعدي.	راهي تعدي.
18497	corpus-6-dev	TUN	متفوتش الخط، يعيشك.	ما تفوتش الخط، يعيشك.
18547	corpus-6-dev	TUN	وقتاش نعاود ناخذو؟	وقتاش نعاود ناخذه؟
18555	corpus-6-dev	TUN	منحبش ناخو تران.	ما نحبش ناخو تران.
18582	corpus-6-dev	TUN	طيارة الخطوط اليابانيو خمسة صفر تلاثة نهار خمسطش ماي، حجزت في طوكيو.	طيارة الخطوط اليابانية خمسة صفر ثلاثة نهار خمستعش ماي، حجزت في طوكيو.
18599	corpus-6-dev	TUN	نحب نحجز لتلاثة مع ثمانية في ليل.	نحب نحجز لثلاثة مع ثمانية في الليل.
18605	corpus-6-dev	TUN	قداش سومو بل كلمة لل يابان؟	قداش سومه بالكلمة لليابان؟
18606	corpus-6-dev	TUN	نتصور ل إقتراحات باهية، تخلينا نلقاو لعباد صحاح.	نتصور الاقتراحات باهية، تخلينا نلقاوا العباد الصحاح.
18627	corpus-6-dev	TUN	زوز تساكر مشي وجي لواشنطن دي سي، يعيشك.	زوز تساكر مشي وجي لواشنطن دي سي، يعيشك.
18631	corpus-6-dev	TUN	قداش تبقى ب تران باش تمشي ال بوسطن؟	قداش تبقى بالتران باش تمشي لبوسطن؟
18635	corpus-6-dev	TUN	خلصتني.	خلصتني.
18661	corpus-6-dev	TUN	قداش ال باريز؟	قداش للباريز؟
18663	corpus-6-dev	TUN	ميعديش.	ما يعديش.
18666	corpus-6-dev	TUN	قداش لازم ناخو دوا هذا؟	قداش لازم ناخو الدوا هذا؟
18689	corpus-6-dev	TUN	سامحني. فما منين نتعداو من هوني؟	سامحني. فما منين نتعداو من هوني؟
18692	corpus-6-dev	TUN	إنت في نص غربة شارع.	انت في نص غربة شارع.
18730	corpus-6-dev	TUN	نجم نستعمل فرشك؟	ننجم نستعمل فرشك؟
18732	corpus-6-dev	TUN	حطوا كيف ما هو، يعيشك.	حطه كيف ما هو، يعيشك.
18743	corpus-6-dev	TUN	يعيشك كلم بيرو الحجات الضايعة.	يعيشك كلم بيرو الحجات الضايعة.
18748	corpus-6-dev	TUN	فران ب ساق ميخدمش.	فران بساق ما يخدمش.
18754	corpus-6-dev	TUN	شنية ال متفتحات إلي عندك؟	شنيا المتفتحات اللي عندك؟
18807	corpus-6-dev	TUN	وين أدريستك؟	وين ادريستك؟
18813	corpus-6-dev	TUN	هاذي هدية ل صحابي.	هاذي هدية لصحابي.
18832	corpus-6-dev	TUN	هذا ألماس قرات واحد، صحيح؟	هذا الماس قراط واحد، صحيح؟
18861	corpus-6-dev	TUN	كيفاش نطلب؟	كيفاش نطلب؟
18863	corpus-6-dev	TUN	بوليسي.	بوليسي.
18866	corpus-6-dev	TUN	نحس روحي بخيل.	نحس روحي بخيل.
18869	corpus-6-dev	TUN	يمكن زادة.	يمكن زادة.
18875	corpus-6-dev	TUN	وقتاش يمشي؟	وقتاش يمشي؟
18878	corpus-6-dev	TUN	فما حاجة ثمينة ولا تتكسر في فليجتك؟	فما حاجة ثمينة ولا تتكسر في فليجتك؟
18903	corpus-6-dev	TUN	خسارة. أما منعرفش فين بلاصتي.	خسارة. اما ما نعرفش فين بلاصتي.
18921	corpus-6-dev	TUN	ايكيبانا هيا فن لمان لورد. فما أكثر من تلاثة ألاف مدرسة ايكيبانا فل يابان.	ايكيبانا هي فن لمان الورد. فما اكثر من ثلاثة الاف مدرسة ايكيبانا فاليابان.
18969	corpus-6-dev	TUN	هز لوصفة هذي لل فارماسي.	هز الوصفة هاذي للفارماسي.
18977	corpus-6-dev	TUN	فما بلاصة لل تزلج قريب منا؟	فما بلاصة للتزلج قريب منا؟
18992	corpus-6-dev	TUN	تنجم تعطيني مصورتي بعد مندخل، يعيشك؟	تنجم تعطيني مصورتي بعد ما ندخل، يعيشك؟
19001	corpus-6-dev	TUN	هاذي الكار؟	هاذي الكار؟
19016	corpus-6-dev	TUN	هاذي بروشور متع برشة معالم تمشيولهم بالكار، فيهم رحلات نهار كامل، نص نهار، ورحلات بالصباح واليل.	هاذي بروشور متاع برشا معالم تمشيوا لهم بالكار، فيهم رحلات نهار كامل، نص نهار، ورحلات بالصباح والليل.
19020	corpus-6-dev	TUN	مازال فما قهوة؟	ما زال فما قهوة؟
19043	corpus-6-dev	TUN	تنجم تقلي كيفاش نعبي لبيت هاذي؟	تنجم تقول لي كيفاش نعبي البيت هاذي؟
19135	corpus-6-dev	TUN	شنية نوع البيت ل تحبها؟	شنيا نوع البيت اللي تحبها؟
19152	corpus-6-dev	TUN	غلتطي.	غلتطي.
19171	corpus-6-dev	TUN	نجم نكلم ديركت من بيتي؟	ننجم نكلم ديركت من بيتي؟
19176	corpus-6-dev	TUN	ثبت م سبتة مليح.	ثبت مالسبتة مليح.
19200	corpus-6-dev	TUN	تنجم تنتقلي هذا؟	تنجم تنطق لي هذا؟
19216	corpus-6-dev	TUN	تنجم تعدي عليه ديبانج، دكتور؟	تنجم تعدي عليه ديباناج، دكتور؟
19239	corpus-6-dev	TUN	هذا يعني إلي إنت زادة إلي إنت ضيعت فيزا متاعك. لازمك تعاود تصب دوسي الهجرة.	هذا يعني اللي انت زادة اللي انت ضيعت فيزا متاعك. لازمك تعاود تصب دوسي الهجرة.
19253	corpus-6-dev	TUN	تلفزة مكسرة.	التلفزة مكسرة.
19254	corpus-6-dev	TUN	تسكرة مشي وجي لكسفورد؟ نهار خمسطاش مع تسعة بضبط.	تسكرة مشي وجي لاكسفورد؟ نهار خمستعش مع تسعة بالضبط.
19291	corpus-6-dev	TUN	فما كاميرا الداخل. يعيشك خبيها في بلاصة امنة.	فما كاميرا الداخل. يعيشك خبيها في بلاصة آمنة.
19297	corpus-6-dev	TUN	لا، يعيشك. باش تغيم وقت طيارة، المهم.	لا، يعيشك. باش تغيم وقت الطيارة، المهم.
19300	corpus-6-dev	TUN	هذا معاه شرب؟	هذا معاه شرب؟
19324	corpus-6-dev	TUN	عصير بردقان، بيرة، شراب، ويسكي و كوكتال.	عصير برتقان، بيرة، شراب، ويسكي وكوكتال.
19351	corpus-6-dev	TUN	عندك شيكات لمسافرين؟	عندك شيكات للمسافرين؟
19376	corpus-6-dev	TUN	تنجم تعطيني الملح؟	تنجم تعطيني الملح؟
19387	corpus-6-dev	TUN	أمان اطلب ثمانية.	امان اطلب ثمانية.
19404	corpus-6-dev	TUN	نحب بافلو.	نحب بافلو.
19431	corpus-6-dev	TUN	فما رحلة بل ماشي ل بلايص معروفة.	فما رحلة بالمشي لبلايص معروفة.
19454	corpus-6-dev	TUN	نقدرو برشة معاودتكم للكنتراتو.	نقدروا برشا معاودتكم للكنتراتو.
19455	corpus-6-dev	TUN	وين لقيتهم لحاجات ضايعين؟	وين لقيتهم الحاجات ضايعين؟
19496	corpus-6-dev	TUN	أمان قلي شنية رستو المعروف هوني.	امان قل لي شنيا الرستو المعروف هوني.
19498	corpus-6-dev	TUN	طيحت كاميرا متاعي. تنجم تشوف شبيها، يعيشك؟	طيحت الكاميرا متاعي. تنجم تشوف شبيها، يعيشك؟
19522	corpus-6-dev	TUN	عندك كان حاجات تخصني فل فليجة هذي.	عندك كان حاجات تخصني فالفليجة هاذي.
19526	corpus-6-dev	TUN	نحب نمشي للتواليت، أما عندي برشة دبش. لازمني نستنى.	نحب نمشي للتواليت، اما عندي برشا دبش. لازمني نستنى.
19531	corpus-6-dev	TUN	بيت ل بعد فيها برشة حس.	بيت اللي بعد فيها برشا حس.
19596	corpus-6-dev	TUN	باهي برشة. مينجمش يكون سمين شوية. زوز.	باهي برشا. ما ينجمش يكون سمين شوية. زوز.
19601	corpus-6-dev	TUN	خمسطاش ايه. أنا قاعد فل بلاصة ال غلطة؟	خمستعش ايه. انا قاعد فالبلاصة الغلطة؟
19625	corpus-6-dev	TUN	هذا هو، بعد، شنية بش يصير؟	هذا هو، بعد، شنيا باش يصير؟
19627	corpus-6-dev	TUN	فليجتي تسرقت.	فليجتي تسرقت.
19629	corpus-6-dev	TUN	وقت تشوف واحد، جست شاور ب يديك.	وقت تشوف واحد، جوست شاور بيديك.
19652	corpus-6-dev	TUN	بلايص طبق لول، يعيشك.	بلايص الطابق الاول، يعيشك.
19664	corpus-6-dev	TUN	مشيت لي متع تساكر جديدة.	مشيت mistran (mistran in original english) متاع تساكر جديدة.
19671	corpus-6-dev	TUN	هدية لمي.	هدية لامي.
19684	corpus-6-dev	TUN	نحب نبعث جواب هذا ب طيارة.	نحب نبعث الجواب هذا بطيارة.
19714	corpus-6-dev	TUN	فيلم يبدا مع عشرة و نص متع العشية. يكمل واحدة متع الصباح.	الفيلم يبدا مع عشرة ونص متاع العشية. يكمل واحدة متاع الصباح.
19749	corpus-6-dev	TUN	هاذا الباقي متاعك، سيدي.	هاذا الباقي متاعك، سيدي.
19788	corpus-6-dev	TUN	منين نجم ناخو تسكرة طيارة ب سوم معقول؟	منين ننجم ناخو تسكرة طيارة بسوم معقول؟
19796	corpus-6-dev	TUN	وين كونتوار اكسسوارات؟	وين كونتوار الاكسسوارات؟
19807	corpus-6-dev	TUN	قالو تحت صفر.	قالوا تحت الصفر.
19851	corpus-6-dev	TUN	نحب نخلص خمسين دولار و عشرين ألف لل ين ياباني بل ميزان.	نحب نخلص خمسين دولار وعشرين الف للين ياباني بالميزان.
19879	corpus-6-dev	TUN	عندك موديل؟	عندك موديل؟
19913	corpus-6-dev	TUN	تنجم توريني كيفاش نلعب لعبة هذي؟	تنجم توريني كيفاش نلعب اللعبة هاذي؟
19953	corpus-6-dev	TUN	خاطر في أمريكا، ساهل باش تدخل لل جامعة أما صعيب بش تتخرج.	خاطر في امريكا، ساهل باش تدخل للجامعة اما صعيب باش تتخرج.
